path_id,from_id,to_id,from,to,transport,duration,price,low_limit,predict
3290006,329,242,Stockholm,Lulea,bus,1616,48,67,75.4
1000089,100,244,Antwerp,Mannheim,bus,470,15,23,25.3
1000090,100,247,Antwerp,Munich,bus,785,26,36,39.8
1000094,100,255,Antwerp,Maastricht,bus,195,5,11,11.6
2070007,207,257,Istanbul,Milas,bus,595,21,28,31.2
3090016,309,280,Sofia,Plovdiv,bus,120,5,7,7.6
1000101,100,214,Antwerp,Krakow,bus,1140,40,49,55.4
1160278,116,292,Brussels,Poprad,bus,2220,35,88,99.8
1350003,135,295,Belgrade,Podgorica,bus,530,17,25,28.2
1160286,116,297,Brussels,Prague,bus,710,26,33,36.5
1160288,116,297,Brussels,Prague,bus,1355,25,57,64.5
3090017,309,104,Sofia,Athens,bus,810,26,37,41.0
1000105,100,174,Antwerp,Frankfurt,bus,390,12,19,21.5
2520024,252,304,Milan,Rimini,bus,275,13,14,15.8
1000106,100,306,Antwerp,Rotterdam,bus,115,6,7,7.3
1000108,100,308,Antwerp,Salzburg,bus,960,30,42,47.6
1000110,100,314,Antwerp,Poznan,bus,1030,36,45,50.6
1000112,100,316,Antwerp,Stuttgart,bus,600,18,28,31.4
3090018,309,104,Sofia,Athens,bus,780,30,35,39.6
2520025,252,335,Milan,Turin,bus,110,6,7,7.0
2070009,207,339,Istanbul,Trabzon,bus,1050,24,46,51.5
2370001,237,340,Lappeenranta,Tampere,bus,235,8,13,13.7
1000117,100,310,Antwerp,Sarajevo,bus,1805,65,74,83.1
3050003,305,345,Riga,Tallinn,bus,265,11,14,15.3
3290012,329,347,Stockholm,Umea,bus,1154,36,50,56.0
1000119,100,314,Antwerp,Poznan,bus,750,32,34,38.3
1160349,116,357,Brussels,Iasi,bus,2394,91,94,106.7
1000121,100,364,Antwerp,Warsaw,bus,1270,47,54,60.9
1000122,100,365,Antwerp,Wroclaw,bus,735,32,34,37.6
1450048,145,368,Cologne,Zagreb,bus,1150,42,50,55.8
2250067,225,102,London,Augsburg,bus,1275,35,54,61.1
3060025,306,309,Rotterdam,Sofia,bus,2085,60,84,94.4
2390008,239,309,Lille,Sofia,bus,2250,70,89,101.0
2250070,225,309,London,Sofia,bus,2610,80,102,115.1
2250072,225,297,London,Prague,bus,1105,35,48,53.9
1650012,165,215,East Midlands,Kosice,bus,3496,50,132,149.0
2250081,225,308,London,Salzburg,bus,1499,40,63,70.5
2070011,207,112,Istanbul,Alanya,bus,865,16,39,43.4
2430009,243,134,Manchester,Bucharest,bus,2726,71,106,119.6
2250086,225,233,London,Luxembourg,bus,570,16,27,30.0
2250087,225,116,London,Brussels,bus,390,11,19,21.5
2250088,225,116,London,Brussels,bus,495,12,24,26.5
3060027,306,309,Rotterdam,Sofia,bus,2085,59,84,94.4
2390009,239,309,Lille,Sofia,bus,2250,73,89,101.0
2430010,243,134,Manchester,Bucharest,bus,2726,73,106,119.6
1650015,165,297,East Midlands,Prague,bus,2447,36,96,108.8
1390002,139,123,Brno,Budapest,bus,270,10,14,15.5
1000124,100,124,Antwerp,Berlin,bus,741,24,34,37.9
2250098,225,247,London,Munich,bus,1350,35,57,64.3
2250100,225,297,London,Prague,bus,1105,36,48,53.9
1160461,116,135,Brussels,Belgrade,bus,1720,59,71,79.7
3060030,306,135,Rotterdam,Belgrade,bus,1670,59,69,77.6
1390003,139,136,Brno,Bratislava,bus,105,4,6,6.7
1650016,165,297,East Midlands,Prague,bus,2447,38,96,108.8
3090020,309,331,Sofia,Thessaloniki,bus,345,10,17,19.3
2390012,239,153,Lille,Cluj-Napoca,bus,1839,64,75,84.5
2430013,243,153,Manchester,Cluj-Napoca,bus,2455,68,96,109.1
1650019,165,297,East Midlands,Prague,bus,2447,40,96,108.8
1610071,161,327,Dusseldorf,Split,bus,1470,54,62,69.3
1650020,165,297,East Midlands,Prague,bus,2447,39,96,108.8
2970012,297,327,Prague,Split,bus,1020,33,45,50.2
3270002,327,164,Split,Dubrovnik,bus,285,10,15,16.3
1610073,161,197,Dusseldorf,Hannover,bus,280,14,15,16.0
1650022,165,215,East Midlands,Kosice,bus,3496,53,132,149.0
1340005,134,268,Bucharest,Constanta,bus,180,8,10,10.9
2680001,268,207,Constanta,Istanbul,bus,600,24,28,31.4
3060036,306,309,Rotterdam,Sofia,bus,2085,61,84,94.4
2390015,239,309,Lille,Sofia,bus,2250,71,89,101.0
1610074,161,196,Dusseldorf,Hamburg,bus,380,17,19,21.0
3060037,306,308,Rotterdam,Salzburg,bus,1020,30,45,50.2
2250114,225,210,London,Karlsruhe,bus,1080,30,47,52.8
2250115,225,239,London,Lille,bus,390,9,19,21.5
2250116,225,213,London,Katowice,bus,1480,51,62,69.8
2250117,225,214,London,Krakow,bus,1542,51,64,72.3
2250118,225,219,London,Linz,bus,1590,45,66,74.3
2250120,225,315,London,Saarbrucken,bus,961,27,42,47.6
2250121,225,214,London,Krakow,bus,1542,50,64,72.3
2250122,225,364,London,Warsaw,bus,1650,55,68,76.8
2250123,225,244,London,Mannheim,bus,1020,28,45,50.2
2250124,225,260,London,Metz,bus,901,25,40,45.0
2250126,225,255,London,Maastricht,bus,630,17,29,32.8
2250127,225,309,London,Sofia,bus,2610,82,102,115.1
2250128,225,239,London,Lille,bus,380,18,19,21.0
2250129,225,316,London,Stuttgart,bus,1140,30,49,55.4
3060039,306,297,Rotterdam,Prague,bus,813,26,37,41.1
1090002,109,286,Ancona,Pescara,bus,160,7,9,9.8
1650026,165,292,East Midlands,Poprad,bus,3312,50,126,142.1
3060042,306,135,Rotterdam,Belgrade,bus,1670,60,69,77.6
3270003,327,310,Split,Sarajevo,bus,315,15,16,17.8
1160472,116,310,Brussels,Sarajevo,bus,2100,70,84,95.0
1340006,134,104,Bucharest,Athens,bus,1280,35,54,61.4
3090022,309,330,Sofia,Tirana,bus,780,19,35,39.6
2430022,243,338,Manchester,Timisoara,bus,2126,64,85,96.1
2680002,268,207,Constanta,Istanbul,bus,600,25,28,31.4
2250140,225,357,London,Iasi,bus,3149,91,120,135.9
2970038,297,364,Prague,Warsaw,bus,615,28,29,32.1
2970042,297,369,Prague,Zadar,bus,820,27,37,41.4
2250141,225,247,London,Munich,bus,1350,38,57,64.3
1020010,102,100,Augsburg,Antwerp,bus,730,24,33,37.4
1020018,102,225,Augsburg,London,bus,1365,34,58,64.9
1020023,102,210,Augsburg,Karlsruhe,bus,165,7,9,10.0
1020031,102,247,Augsburg,Munich,bus,50,2,4,3.5
1020040,102,116,Augsburg,Brussels,bus,655,22,30,34.0
3540004,354,128,Verona,Barcelona,bus,1200,36,52,58.0
1020059,102,136,Augsburg,Bratislava,bus,510,17,24,27.2
2970043,297,139,Prague,Brno,bus,175,7,10,10.6
2470081,247,141,Munich,Bern,bus,405,12,20,22.2
2470095,247,240,Munich,Lyon,bus,730,21,33,37.4
1450056,145,161,Cologne,Dusseldorf,bus,60,3,4,4.1
1020076,102,225,Augsburg,London,bus,1365,35,58,64.9
1020077,102,327,Augsburg,Split,bus,880,35,39,44.1
1020083,102,210,Augsburg,Karlsruhe,bus,165,6,9,10.0
3540008,354,189,Verona,Genoa,bus,270,9,14,15.5
2470139,247,191,Munich,Gdansk,bus,1110,45,48,54.1
2470140,247,192,Munich,Geneva,bus,510,18,24,27.2
2470141,247,192,Munich,Geneva,bus,580,17,27,30.5
1020093,102,210,Augsburg,Karlsruhe,share,158,5,8,9.7
1020094,102,215,Augsburg,Kosice,bus,940,27,42,46.7
1020096,102,219,Augsburg,Linz,bus,290,9,15,16.5
1020101,102,239,Augsburg,Lille,bus,870,28,39,43.6
2100015,210,244,Karlsruhe,Mannheim,bus,55,2,4,3.8
1020105,102,247,Augsburg,Munich,share,64,2,4,4.4
3540010,354,248,Verona,Madrid,bus,1725,60,71,79.9
1020106,102,255,Augsburg,Maastricht,bus,600,20,28,31.4
1020108,102,260,Augsburg,Metz,bus,400,14,20,22.0
1020109,102,266,Augsburg,Nuremberg,share,125,5,6,7.9
2470215,247,266,Munich,Nuremberg,bus,120,5,7,7.6
1020113,102,292,Augsburg,Poprad,bus,810,25,37,41.0
1640002,164,295,Dubrovnik,Podgorica,bus,300,13,15,17.0
2470245,247,297,Munich,Prague,bus,300,11,15,17.0
1020119,102,308,Augsburg,Salzburg,bus,224,6,12,13.2
3160101,316,314,Stuttgart,Poznan,bus,690,30,32,35.6
1020125,102,315,Augsburg,Saarbrucken,bus,345,13,17,19.3
1020126,102,316,Augsburg,Stuttgart,share,121,5,6,7.6
1020128,102,327,Augsburg,Split,bus,985,38,43,48.7
3540015,354,335,Verona,Turin,bus,240,12,13,14.0
3540016,354,342,Verona,Toulouse,bus,975,35,43,48.2
3270004,327,343,Split,Tivat,bus,415,13,20,22.7
3290014,329,347,Stockholm,Umea,bus,1154,37,50,56.0
1020131,102,348,Augsburg,Vienna,bus,405,14,20,22.2
3540018,354,367,Verona,Zaragoza,bus,1470,45,62,69.3
1020134,102,368,Augsburg,Zagreb,bus,580,24,27,30.5
3090025,309,100,Sofia,Antwerp,bus,2115,65,85,95.6
3090026,309,306,Sofia,Rotterdam,bus,2085,62,84,94.4
3090028,309,225,Sofia,London,bus,2790,79,108,122.1
3090030,309,102,Sofia,Augsburg,bus,1380,41,58,65.6
3090035,309,106,Sofia,Almeria,bus,2912,110,112,126.8
3090037,309,124,Sofia,Berlin,bus,1233,52,53,59.4
3090039,309,124,Sofia,Berlin,bus,1233,50,53,59.4
3090041,309,111,Sofia,Amsterdam,bus,2310,75,91,103.4
1030026,103,207,Alexandroupoli,Istanbul,bus,390,10,19,21.5
2070019,207,113,Istanbul,Ankara,bus,405,18,20,22.2
3090042,309,136,Sofia,Bratislava,bus,661,27,31,34.2
3090043,309,116,Sofia,Brussels,bus,1980,60,80,90.2
1350008,135,118,Belgrade,Banja Luka,bus,340,12,17,19.0
3090046,309,225,Sofia,London,bus,2790,82,108,122.1
3090048,309,136,Sofia,Bratislava,bus,661,28,31,34.2
3090054,309,129,Sofia,Bilbao,bus,2535,85,99,112.2
3090056,309,297,Sofia,Prague,bus,922,38,41,45.9
1340012,134,277,Bucharest,Oslo,bus,3005,69,115,130.4
1340013,134,329,Bucharest,Stockholm,bus,3000,95,115,130.2
3090058,309,136,Sofia,Bratislava,bus,960,29,42,47.6
3090061,309,139,Sofia,Brno,bus,764,32,35,38.9
1350010,135,147,Belgrade,Copenhagen,bus,1620,64,67,75.6
1350011,135,147,Belgrade,Copenhagen,bus,1860,50,76,85.4
3090068,309,252,Sofia,Milan,bus,1350,40,57,64.3
3090076,309,159,Sofia,Dortmund,bus,2010,70,81,91.4
3090079,309,225,Sofia,London,bus,2790,80,108,122.1
3310023,331,330,Thessaloniki,Tirana,bus,795,32,36,40.3
3090080,309,172,Sofia,Eindhoven,bus,2145,65,86,96.8
3090082,309,367,Sofia,Zaragoza,bus,2295,80,91,102.8
3090083,309,128,Sofia,Barcelona,bus,2430,75,96,108.1
3090085,309,321,Sofia,Sevilla,bus,3257,120,124,140.0
2130003,213,277,Katowice,Oslo,bus,1610,52,67,75.1
3090090,309,116,Sofia,Brussels,bus,1980,59,80,90.2
1550005,155,192,Chambery,Geneva,bus,95,5,6,6.2
1340015,134,193,Bucharest,Gothenburg,bus,2669,69,104,117.4
3090094,309,139,Sofia,Brno,bus,764,30,35,38.9
1340016,134,329,Bucharest,Stockholm,bus,3000,100,115,130.2
3090095,309,202,Sofia,Innsbruck,bus,1530,45,64,71.8
1340017,134,208,Bucharest,Jonkoping,bus,2691,96,105,118.3
1170003,117,349,Burgas,Varna,bus,140,7,8,8.7
3090100,309,210,Sofia,Karlsruhe,bus,1500,50,63,70.6
3090101,309,316,Sofia,Stuttgart,bus,1515,45,63,71.2
3090102,309,239,Sofia,Lille,bus,2295,70,91,102.8
3310034,331,213,Thessaloniki,Katowice,bus,1447,51,61,68.4
3310038,331,215,Thessaloniki,Kosice,bus,1226,45,52,59.1
1350012,135,193,Belgrade,Gothenburg,bus,1950,61,79,89.0
3090107,309,219,Sofia,Linz,bus,1095,35,48,53.5
3310043,331,364,Thessaloniki,Warsaw,bus,1780,55,73,82.1
3090112,309,260,Sofia,Metz,bus,1905,60,77,87.2
3090114,309,235,Sofia,Lisbon,bus,3480,109,131,148.4
1340018,134,329,Bucharest,Stockholm,bus,3000,96,115,130.2
3090121,309,248,Sofia,Madrid,bus,2969,110,114,129.0
3090124,309,249,Sofia,Malaga,bus,3094,110,118,133.8
2140009,214,152,Krakow,Catania,bus,2118,60,85,95.7
3090130,309,255,Sofia,Maastricht,bus,2025,65,81,92.0
3090131,309,259,Sofia,Marseille,bus,1800,55,73,82.9
3090133,309,261,Sofia,Montpellier,bus,2085,65,84,94.4
1170004,117,349,Burgas,Varna,bus,140,6,8,8.7
3090135,309,269,Sofia,Nantes,bus,2655,85,103,116.9
3090137,309,189,Sofia,Genoa,bus,1500,45,63,70.6
1890008,189,270,Genoa,Nice,bus,195,6,11,11.6
1340020,134,271,Bucharest,Norrkoping,bus,2853,96,110,124.5
3090143,309,291,Sofia,Porto,bus,3120,100,119,134.8
3090146,309,334,Sofia,Trieste,bus,1005,30,44,49.6
3310055,331,330,Thessaloniki,Tirana,bus,795,35,36,40.3
3680009,368,302,Zagreb,Rijeka,bus,180,9,10,10.9
3090150,309,306,Sofia,Rotterdam,bus,2085,60,84,94.4
3090152,309,308,Sofia,Salzburg,bus,1200,40,52,58.0
1350015,135,310,Belgrade,Sarajevo,bus,437,11,21,23.8
3090153,309,315,Sofia,Saarbrucken,bus,1830,55,75,84.1
3090157,309,321,Sofia,Sevilla,bus,3356,125,127,143.7
3090159,309,326,Sofia,Strasbourg,bus,1860,60,76,85.4
2760001,276,330,Ohrid,Tirana,bus,150,5,9,9.2
3090163,309,335,Sofia,Turin,bus,1470,45,62,69.3
3090168,309,348,Sofia,Vienna,bus,960,27,42,47.6
2680003,268,357,Constanta,Iasi,bus,485,2,23,26.0
3090177,309,297,Sofia,Prague,bus,922,36,41,45.9
3310068,331,364,Thessaloniki,Warsaw,bus,1780,53,73,82.1
1040015,104,123,Athens,Budapest,bus,1395,50,59,66.2
1350017,135,100,Belgrade,Antwerp,bus,1770,60,72,81.7
2970051,297,225,Prague,London,bus,1110,36,48,54.1
2150004,215,165,Kosice,East Midlands,bus,3496,50,132,149.0
1040035,104,309,Athens,Sofia,bus,810,30,37,41.0
1350019,135,147,Belgrade,Copenhagen,bus,1620,65,67,75.6
1040044,104,365,Athens,Wroclaw,bus,2083,59,84,94.3
2070174,207,113,Istanbul,Ankara,bus,510,14,24,27.2
1350020,135,116,Belgrade,Brussels,bus,1725,60,71,79.9
1040062,104,117,Athens,Burgas,bus,1230,36,53,59.2
3100003,310,118,Sarajevo,Banja Luka,bus,295,11,15,16.8
2970052,297,120,Prague,Birmingham,bus,2249,34,89,100.9
2970053,297,225,Prague,London,bus,1110,34,48,54.1
1350021,135,306,Belgrade,Rotterdam,bus,1669,56,69,77.6
1040088,104,123,Athens,Budapest,bus,1500,48,63,70.6
2970054,297,124,Prague,Berlin,bus,265,10,14,15.3
1350022,135,130,Belgrade,Bologna,bus,810,35,37,41.0
1040099,104,134,Athens,Bucharest,bus,1260,38,54,60.5
1040101,104,134,Athens,Bucharest,bus,1215,36,52,58.6
1040112,104,123,Athens,Budapest,bus,1395,47,59,66.2
1350023,135,189,Belgrade,Genoa,bus,1215,40,52,58.6
1340022,134,153,Bucharest,Cluj-Napoca,bus,543,10,26,28.8
1350024,135,240,Belgrade,Lyon,bus,1380,55,58,65.6
1350025,135,155,Belgrade,Chambery,bus,1240,45,53,59.7
2970056,297,165,Prague,East Midlands,bus,2447,40,96,108.8
1040152,104,123,Athens,Budapest,bus,1395,49,59,66.2
2800005,280,321,Plovdiv,Sevilla,bus,3535,125,133,150.5
2970058,297,224,Prague,Leeds,bus,2539,40,99,112.4
1350033,135,261,Belgrade,Montpellier,bus,1590,60,66,74.3
1040177,104,364,Athens,Warsaw,bus,2221,59,88,99.8
1040179,104,365,Athens,Wroclaw,bus,2083,56,84,94.3
3650009,365,193,Wroclaw,Gothenburg,bus,1140,41,49,55.4
1040201,104,214,Athens,Krakow,bus,1958,55,79,89.3
1040205,104,213,Athens,Katowice,bus,1867,57,76,85.6
1040207,104,214,Athens,Krakow,bus,1958,57,79,89.3
1040209,104,215,Athens,Kosice,bus,1590,50,66,74.3
1230034,123,297,Budapest,Prague,bus,465,16,23,25.1
1350037,135,220,Belgrade,Liege,bus,1635,55,68,76.2
1350038,135,306,Belgrade,Rotterdam,bus,1669,59,69,77.6
2970059,297,165,Prague,East Midlands,bus,2447,36,96,108.8
1040226,104,309,Athens,Sofia,bus,810,27,37,41.0
3090195,309,367,Sofia,Zaragoza,bus,2295,77,91,102.8
3090196,309,128,Sofia,Barcelona,bus,2430,73,96,108.1
3090197,309,321,Sofia,Sevilla,bus,3257,118,124,140.0
1350039,135,260,Belgrade,Metz,bus,1195,50,51,57.7
3090199,309,235,Sofia,Lisbon,bus,3480,110,131,148.4
1350040,135,236,Belgrade,Ljubljana,bus,495,20,24,26.5
1160476,116,239,Brussels,Lille,bus,95,3,6,6.2
1350041,135,241,Belgrade,Lugano,bus,1178,40,51,57.0
2800008,280,249,Plovdiv,Malaga,bus,3365,125,127,144.1
1350042,135,252,Belgrade,Milan,bus,900,35,40,45.0
1350043,135,259,Belgrade,Marseille,bus,1425,50,60,67.5
1040247,104,280,Athens,Plovdiv,bus,840,29,38,42.3
1350044,135,270,Belgrade,Nice,bus,1250,45,53,60.1
1340023,134,271,Bucharest,Norrkoping,bus,2853,91,110,124.5
1770009,177,287,Florence,Pisa,bus,70,4,5,4.7
1040269,104,280,Athens,Plovdiv,bus,1005,27,44,49.6
1040271,104,134,Athens,Bucharest,bus,1215,34,52,58.6
1770010,177,287,Florence,Pisa,bus,80,3,5,5.3
1040299,104,213,Athens,Katowice,bus,1867,55,76,85.6
1350050,135,306,Belgrade,Rotterdam,bus,1669,60,69,77.6
1040305,104,309,Athens,Sofia,bus,810,25,37,41.0
1350052,135,310,Belgrade,Sarajevo,bus,437,16,21,23.8
2970063,297,225,Prague,London,bus,1919,33,78,87.7
1350054,135,316,Belgrade,Stuttgart,bus,1206,45,52,58.2
1040319,104,134,Athens,Bucharest,bus,1215,37,52,58.6
1350055,135,334,Belgrade,Trieste,bus,570,26,27,30.0
2570003,257,339,Milas,Trabzon,bus,1453,31,61,68.6
2010007,201,341,Helsinki,Turku,bus,133,6,8,8.3
1040337,104,134,Athens,Bucharest,bus,1260,35,54,60.5
3230011,323,343,Skopje,Tivat,bus,505,18,24,27.0
1350056,135,353,Belgrade,Venice,bus,690,30,32,35.6
1350057,135,354,Belgrade,Verona,bus,865,35,39,43.4
3310100,331,357,Thessaloniki,Iasi,bus,1692,59,70,78.5
1040343,104,364,Athens,Warsaw,bus,2221,56,88,99.8
1040346,104,365,Athens,Wroclaw,bus,2083,55,84,94.3
1350059,135,368,Belgrade,Zagreb,bus,330,15,17,18.5
1180001,118,369,Banja Luka,Zadar,bus,510,23,24,27.2
2800012,280,249,Plovdiv,Malaga,bus,3365,124,127,144.1
1050027,105,354,Alicante,Verona,bus,1650,50,68,76.8
1050032,105,309,Alicante,Sofia,bus,2790,90,108,122.1
1050053,105,117,Alicante,Burgas,bus,3327,125,126,142.7
1050054,105,134,Alicante,Bucharest,bus,3198,71,122,137.8
2800015,280,207,Plovdiv,Istanbul,bus,390,16,19,21.5
1050061,105,309,Alicante,Sofia,bus,2790,91,108,122.1
1050065,105,368,Alicante,Zagreb,bus,2070,68,83,93.8
1050088,105,236,Alicante,Ljubljana,bus,1980,63,80,90.2
1050092,105,128,Alicante,Barcelona,bus,535,17,25,28.4
3140005,314,277,Poznan,Oslo,bus,1290,43,55,61.8
1050100,105,368,Alicante,Zagreb,bus,2070,65,83,93.8
1050102,105,134,Alicante,Bucharest,bus,3198,68,122,137.8
2590005,259,135,Marseille,Belgrade,bus,1300,51,55,62.2
3680011,368,135,Zagreb,Belgrade,bus,345,15,17,19.3
1050107,105,236,Alicante,Ljubljana,bus,1980,60,80,90.2
1050114,105,236,Alicante,Ljubljana,bus,1980,64,80,90.2
2400015,240,141,Lyon,Bern,bus,295,9,15,16.8
1050133,105,270,Alicante,Nice,bus,1170,35,50,56.7
1050136,105,153,Alicante,Cluj-Napoca,bus,2910,77,112,126.7
3420004,342,154,Toulouse,Clermont-Ferrand,bus,270,11,14,15.5
2400017,240,155,Lyon,Chambery,bus,85,3,5,5.6
2400019,240,297,Lyon,Prague,bus,905,30,40,45.2
3680012,368,164,Zagreb,Dubrovnik,bus,780,34,35,39.6
2940002,294,327,Pula,Split,bus,600,18,28,31.4
1280037,128,261,Barcelona,Montpellier,bus,330,11,17,18.5
1050169,105,189,Alicante,Genoa,bus,1380,40,58,65.6
1050191,105,365,Alicante,Wroclaw,bus,2685,81,104,118.0
1050192,105,354,Alicante,Verona,bus,1650,53,68,76.8
3540022,354,191,Verona,Gdansk,bus,1451,51,61,68.5
2800016,280,104,Plovdiv,Athens,bus,920,29,41,45.8
1280042,128,368,Barcelona,Zagreb,bus,1620,50,67,75.6
1050229,105,354,Alicante,Verona,bus,1650,51,68,76.8
2400022,240,247,Lyon,Munich,bus,735,21,34,37.6
3030015,303,152,Rome,Catania,bus,745,28,34,38.0
1050272,105,261,Alicante,Montpellier,bus,770,26,35,39.2
1890011,189,267,Genoa,Naples,bus,600,26,28,31.4
3030017,303,285,Rome,Palermo,bus,750,30,34,38.3
1050301,105,365,Alicante,Wroclaw,bus,2685,77,104,118.0
1050308,105,354,Alicante,Verona,bus,1650,52,68,76.8
2590006,259,135,Marseille,Belgrade,bus,1300,50,55,62.2
3680013,368,164,Zagreb,Dubrovnik,bus,560,26,27,29.6
3530022,353,323,Venice,Skopje,bus,959,41,42,47.5
1340025,134,331,Bucharest,Thessaloniki,bus,750,22,34,38.3
3090205,309,331,Sofia,Thessaloniki,bus,315,9,16,17.8
2480044,248,235,Madrid,Lisbon,bus,511,22,24,27.3
1050352,105,338,Alicante,Timisoara,bus,3387,68,128,144.9
2950002,295,343,Podgorica,Tivat,bus,122,4,7,7.7
2940003,294,327,Pula,Split,bus,600,19,28,31.4
3090206,309,349,Sofia,Varna,bus,375,11,19,20.7
1050362,105,351,Alicante,Valencia,bus,165,6,9,10.0
1050369,105,357,Alicante,Iasi,bus,4340,68,159,180.4
1060022,106,251,Almeria,Murcia,bus,210,7,11,12.4
1060024,106,354,Almeria,Verona,bus,1950,60,79,89.0
1060030,106,309,Almeria,Sofia,bus,2910,110,112,126.7
1060031,106,280,Almeria,Plovdiv,bus,3323,125,126,142.5
1060032,106,105,Almeria,Alicante,bus,225,9,12,13.2
1060039,106,259,Almeria,Marseille,bus,1320,41,56,63.1
1060042,106,354,Almeria,Verona,bus,1950,61,79,89.0
1060051,106,259,Almeria,Marseille,bus,1320,40,56,63.1
1060056,106,117,Almeria,Burgas,bus,3598,125,135,152.9
1060060,106,252,Almeria,Milan,bus,1830,55,75,84.1
1060061,106,128,Almeria,Barcelona,bus,750,25,34,38.3
1060068,106,368,Almeria,Zagreb,bus,2370,73,94,105.7
1060080,106,368,Almeria,Zagreb,bus,2370,77,94,105.7
1060081,106,236,Almeria,Ljubljana,bus,2280,71,90,102.2
1060083,106,251,Almeria,Murcia,bus,210,6,11,12.4
1060092,106,368,Almeria,Zagreb,bus,2370,74,94,105.7
1060096,106,134,Almeria,Bucharest,bus,3494,73,132,149.0
2610016,261,135,Montpellier,Belgrade,bus,1600,59,66,74.7
1060098,106,368,Almeria,Zagreb,bus,2370,76,94,105.7
1060101,106,189,Almeria,Genoa,bus,1680,50,69,78.0
