path_id,from_id,to_id,transport_id,price_min_EUR,duration_min,num_transfers
90224,9,242,1,219,710,2
90225,9,347,1,394,710,2
90226,9,245,1,270,670,1
90227,9,246,1,430,675,1
90228,9,25,1,101,70,0
90230,9,251,1,506,935,2
90232,9,248,1,267,650,1
90233,9,253,1,290,610,1
90234,9,257,1,263,450,1
90235,9,26,1,304,490,1
90236,9,233,1,248,595,1
90238,9,145,1,276,570,1
90239,9,263,1,513,685,2
90240,9,265,1,524,785,2
90241,9,268,1,221,530,1
90242,9,269,1,280,625,1
90244,9,27,1,386,975,2
90245,9,129,1,310,645,1
90246,9,274,1,280,740,2
90247,9,320,1,330,815,1
90248,9,330,1,248,520,1
90253,9,295,1,258,545,1
90254,9,546,1,239,525,1
90257,9,279,1,128,810,2
90259,9,28,1,294,445,1
90260,9,280,1,212,680,2
90261,9,285,1,250,525,1
90262,9,286,1,260,720,2
90263,9,288,1,180,485,1
90264,9,29,1,83,120,0
90265,9,290,1,460,885,2
90266,9,291,1,330,670,1
90267,9,364,1,200,535,1
90269,9,236,1,223,510,1
90272,9,294,1,314,705,1
90273,9,130,1,288,530,1
90276,9,343,1,300,525,1
90278,9,310,1,260,525,1
90279,9,323,1,220,495,1
90282,9,299,1,210,690,1
90285,9,30,1,276,530,1
90286,9,300,1,423,730,1
90289,9,301,1,1012,1405,2
90290,9,302,1,460,700,2
90292,9,135,1,202,525,1
90293,9,334,1,285,615,1
90294,9,304,1,260,710,2
90295,9,307,1,333,805,2
90296,9,262,1,219,855,2
90297,9,31,1,221,520,1
90299,9,124,1,239,560,1
90300,9,314,1,230,680,1
90303,9,326,1,380,705,1
90305,9,317,1,175,615,1
90307,9,352,1,320,780,2
90308,9,32,1,110,400,1
90309,9,44,1,92,360,1
90310,9,321,1,550,705,1
90311,9,327,1,262,655,1
90312,9,33,1,202,160,0
90314,9,332,1,258,850,1
90316,9,338,1,193,665,2
90317,9,339,1,258,515,1
90318,9,34,1,138,175,0
90319,9,340,1,290,770,1
90320,9,342,1,239,675,1
90322,9,35,1,258,285,1
90323,9,354,1,330,645,1
90324,9,357,1,166,525,1
90325,9,371,1,276,410,1
90326,9,359,1,403,855,2
90327,9,362,1,300,685,2
90329,9,214,1,138,520,1
90330,9,367,1,370,845,2
90331,9,369,1,380,675,1
90332,9,40,1,552,1155,1
90334,9,41,1,598,1075,1
90335,9,42,1,460,790,0
90336,9,43,1,348,910,1
90338,9,45,1,147,405,1
90340,9,48,1,379,1070,1
90341,9,51,1,414,545,1
90347,9,53,1,584,935,1
90348,9,96,1,369,570,1
90350,9,547,1,230,360,1
90351,9,548,1,138,620,1
90352,9,55,1,202,365,1
90353,9,550,1,191,525,1
90355,9,93,1,157,180,0
90356,9,551,1,303,555,2
90357,9,552,1,247,330,1
90358,9,553,1,123,535,1
90359,9,554,1,157,565,1
90360,9,56,1,146,270,1
90361,9,57,1,157,415,1
90362,9,58,1,258,445,1
90363,9,59,1,307,320,0
90365,9,60,1,414,560,1
90367,9,85,1,334,500,1
90370,9,61,1,428,640,1
90372,9,626,1,146,530,1
90373,9,63,1,375,958,1
90376,9,64,1,617,1405,2
90377,9,65,1,607,1535,2
90378,9,66,1,135,390,1
90379,9,663,1,460,1035,1
90381,9,90,1,187,545,1
90382,9,67,1,428,720,1
90383,9,68,1,348,575,1
90384,9,69,1,88,225,0
90386,9,95,1,163,195,0
90387,9,71,1,420,700,1
90388,9,72,1,581,1045,1
90389,9,73,1,306,995,1
90392,9,74,1,414,695,1
90393,9,75,1,438,590,1
90394,9,76,1,400,510,0
90396,9,77,1,202,505,1
90397,9,78,1,276,455,1
90402,9,79,1,313,950,3
90403,9,8,1,322,395,1
90404,9,80,1,203,670,1
90405,9,81,1,166,545,1
90406,9,82,1,508,485,1
90408,9,83,1,299,370,0
90410,9,84,1,208,455,1
90411,9,86,1,196,330,0
90412,9,87,1,405,630,1
90414,9,98,1,294,530,1
90415,9,88,1,562,665,1
90418,9,89,1,432,455,0
90419,9,91,1,112,365,1
90420,9,94,1,229,450,0
90428,9,92,1,506,540,1
90430,9,97,1,506,735,1
90432,9,99,1,305,655,1
100002,10,116,1,45,1255,2
100003,10,111,1,210,725,1
100004,10,101,1,285,990,2
100005,10,166,1,114,770,2
100006,10,184,1,114,820,2
100007,10,203,1,285,895,2
100008,10,247,1,140,790,2
100010,10,202,1,190,1240,2
100011,10,103,1,120,890,3
100012,10,104,1,110,715,2
100013,10,105,1,290,770,2
100015,10,128,1,200,525,1
100016,10,106,1,390,845,2
100017,10,249,1,290,805,2
100019,10,108,1,161,1355,2
100020,10,127,1,362,1005,2
100022,10,109,1,200,1565,2
100024,10,303,1,140,685,1
100025,10,177,1,190,860,2
100026,10,353,1,140,860,2
100027,10,11,1,212,1020,2
100028,10,306,1,250,1735,2
100029,10,114,1,100,565,1
100030,10,112,1,129,710,2
100031,10,113,1,95,685,2
100035,10,117,1,147,1440,2
100036,10,349,1,138,800,2
100037,10,207,1,101,575,1
100038,10,118,1,156,1985,2
100040,10,310,1,138,760,2
100041,10,119,1,194,1120,2
100044,10,120,1,239,1110,2
100046,10,225,1,46,720,2
100047,10,311,1,239,1520,2
100048,10,122,1,217,1050,2
100049,10,142,1,274,1020,2
100053,10,160,1,150,1010,2
100054,10,126,1,170,955,2
100055,10,197,1,190,955,2
100057,10,246,1,320,980,2
100058,10,129,1,280,655,2
100059,10,13,1,294,605,1
100060,10,252,1,130,830,1
100061,10,131,1,149,1750,2
100062,10,325,1,315,940,2
100063,10,132,1,306,1295,3
100064,10,134,1,101,710,2
100067,10,136,1,64,1455,2
100069,10,137,1,55,1305,2
100070,10,342,1,180,990,2
100072,10,139,1,210,1090,2
100074,10,14,1,370,1050,2
100076,10,370,1,138,800,1
100082,10,145,1,60,880,2
100083,10,161,1,147,765,1
100085,10,159,1,147,1350,3
100087,10,146,1,184,885,2
100088,10,262,1,74,1300,2
100089,10,15,1,193,765,1
100090,10,150,1,310,830,2
100091,10,162,1,220,735,2
100092,10,318,1,310,875,2
100093,10,151,1,80,1110,2
100094,10,275,1,60,1055,2
100095,10,152,1,64,1250,2
100096,10,285,1,60,1165,2
100097,10,153,1,110,930,2
100098,10,154,1,340,900,2
100102,10,192,1,160,800,2
100103,10,335,1,280,970,2
100105,10,293,1,170,730,2
100106,10,224,1,137,1400,2
100107,10,194,1,319,930,2
100108,10,243,1,74,790,2
100110,10,174,1,130,735,1
100112,10,282,1,190,980,2
100114,10,297,1,60,820,2
100115,10,124,1,138,840,2
100121,10,165,1,97,1075,2
100122,10,264,1,114,810,2
100123,10,196,1,148,780,2
100124,10,362,1,67,1560,2
100125,10,17,1,120,490,1
100126,10,171,1,74,760,2
100129,10,266,1,75,1060,2
100130,10,316,1,150,860,2
100131,10,175,1,250,1055,2
100132,10,115,1,90,1595,2
100134,10,227,1,460,795,2
100135,10,178,1,245,1365,3
100136,10,179,1,380,1060,2
100137,10,235,1,70,860,2
100138,10,321,1,360,740,2
100139,10,18,1,156,650,1
100140,10,180,1,75,1085,2
100142,10,236,1,130,935,2
100144,10,209,1,170,1060,2
100145,10,183,1,46,1310,3
100146,10,186,1,350,895,2
100147,10,189,1,280,945,2
100149,10,191,1,139,1135,2
100151,10,364,1,38,1520,1
100152,10,240,1,142,700,1
100153,10,193,1,138,945,2
100154,10,147,1,147,940,2
100155,10,107,1,120,1140,2
100160,10,201,1,190,730,1
100161,10,345,1,170,855,2
100162,10,341,1,190,1785,2
100164,10,205,1,260,670,2
100165,10,206,1,129,735,2
100166,10,257,1,148,775,2
100172,10,329,1,175,1330,3
100174,10,21,1,322,830,2
100175,10,210,1,60,935,2
100176,10,239,1,160,1680,2
100177,10,212,1,51,1570,2
100178,10,356,1,74,970,2
100179,10,213,1,47,980,2
100181,10,123,1,139,925,2
100182,10,215,1,128,980,2
100185,10,204,1,75,1255,2
100188,10,277,1,210,915,2
100189,10,218,1,230,1460,3
100190,10,219,1,300,1275,2
100191,10,308,1,170,1035,2
100192,10,22,1,129,515,1
100193,10,222,1,239,1560,2
100196,10,176,1,500,935,2
100197,10,228,1,380,850,2
100198,10,332,1,110,1015,2
100201,10,230,1,83,960,2
100202,10,267,1,64,970,2
100204,10,288,1,92,920,1
100205,10,289,1,156,1285,3
100206,10,305,1,120,1030,2
100207,10,233,1,150,780,2
100208,10,315,1,210,1640,2
100209,10,237,1,75,3510,3
100210,10,24,1,193,755,1
100212,10,242,1,158,1425,2
100213,10,347,1,289,1565,3
100214,10,245,1,55,1380,2
100215,10,248,1,210,680,1
100216,10,25,1,193,970,2
100217,10,250,1,600,725,2
100218,10,284,1,280,665,2
100220,10,351,1,64,1090,2
100223,10,253,1,150,855,2
100224,10,259,1,160,730,2
100225,10,270,1,150,830,2
100226,10,26,1,78,650,1
100227,10,140,1,210,810,2
100228,10,261,1,240,1595,2
100229,10,263,1,396,990,2
100231,10,265,1,319,1210,3
100233,10,268,1,120,825,2
100234,10,269,1,260,865,2
100235,10,27,1,322,1340,2
100236,10,271,1,175,3065,2
100237,10,272,1,190,1395,2
100238,10,274,1,250,840,2
100239,10,330,1,129,1005,2
100240,10,323,1,120,745,2
100241,10,331,1,138,730,2
100242,10,546,1,129,750,2
100243,10,279,1,73,1125,2
100244,10,214,1,47,980,2
100245,10,28,1,110,620,1
100246,10,309,1,92,740,2
100251,10,286,1,55,1505,2
100252,10,287,1,180,1510,2
100254,10,231,1,85,630,1
100255,10,29,1,212,1045,2
100256,10,290,1,95,1125,3
100257,10,291,1,65,930,2
100259,10,334,1,249,1070,2
100262,10,368,1,124,760,2
100263,10,130,1,157,785,2
100264,10,295,1,140,760,2
100265,10,164,1,130,1540,2
100267,10,299,1,120,935,2
100268,10,163,1,110,635,1
100269,10,30,1,276,835,2
100271,10,300,1,248,4570,3
100272,10,301,1,850,1660,3
100273,10,304,1,150,1135,2
100274,10,172,1,210,920,2
100275,10,307,1,245,1950,2
100276,10,31,1,78,180,0
100277,10,343,1,166,950,2
100278,10,314,1,49,1150,2
100279,10,365,1,41,1140,2
100281,10,317,1,130,855,3
100282,10,200,1,160,850,2
100286,10,352,1,250,1205,3
100287,10,32,1,129,420,1
100288,10,320,1,290,960,2
100289,10,326,1,230,1685,2
100290,10,327,1,157,950,2
100292,10,33,1,138,840,2
100298,10,336,1,76,385,1
100299,10,337,1,85,1340,3
100300,10,338,1,110,940,2
100301,10,135,1,110,740,2
100302,10,339,1,110,815,1
100303,10,34,1,166,870,2
100304,10,340,1,170,1370,3
100305,10,35,1,120,840,2
100306,10,354,1,380,1480,2
100307,10,357,1,92,930,2
100308,10,359,1,306,1280,3
100309,10,36,1,598,1864,3
100312,10,367,1,75,1505,2
100313,10,181,1,144,980,2
100314,10,348,1,124,705,1
100315,10,369,1,223,900,3
100316,10,37,1,460,1350,2
100317,10,371,1,120,740,2
100318,10,38,1,460,1449,2
100319,10,39,1,460,1290,2
100320,10,40,1,432,1334,2
100321,10,41,1,460,1477,2
100322,10,42,1,377,1095,1
100324,10,43,1,274,1065,2
100325,10,44,1,113,595,1
100326,10,45,1,101,415,1
100327,10,48,1,207,1210,2
100328,10,89,1,517,1220,2
100329,10,96,1,228,860,1
100330,10,547,1,175,1050,2
100331,10,548,1,331,1900,2
100332,10,55,1,138,555,1
100333,10,550,1,168,715,2
100334,10,23,1,180,825,1
100335,10,551,1,213,855,2
100336,10,93,1,135,490,1
100337,10,552,1,135,520,1
100338,10,553,1,123,930,2
100339,10,554,1,112,670,1
100340,10,56,1,107,620,1
100341,10,57,1,112,515,1
100342,10,58,1,101,770,2
100343,10,59,1,281,1235,2
100344,10,99,1,214,1035,2
100345,10,61,1,267,1380,3
100346,10,62,1,443,1260,2
100347,10,626,1,135,575,1
100349,10,63,1,443,1135,2
100350,10,64,1,508,1645,2
100351,10,66,1,107,540,1
100352,10,663,1,386,1200,1
100354,10,90,1,201,660,1
100355,10,68,1,348,1710,2
100356,10,69,1,175,535,1
100357,10,70,1,573,1865,2
100358,10,71,1,331,1210,2
100359,10,72,1,489,1600,2
100360,10,73,1,552,1625,2
100361,10,74,1,315,875,2
100362,10,75,1,229,910,2
100363,10,76,1,240,1060,2
100364,10,77,1,202,940,1
100365,10,78,1,92,481,1
100367,10,79,1,294,955,3
100368,10,8,1,184,720,2
100369,10,80,1,184,1090,2
100370,10,81,1,156,965,1
100372,10,82,1,267,1110,2
100373,10,83,1,334,1050,2
100374,10,84,1,110,585,1
100375,10,85,1,248,1090,2
100377,10,87,1,285,1110,2
100378,10,98,1,187,790,1
100381,10,9,1,184,815,2
100382,10,91,1,84,270,0
100383,10,94,1,250,815,2
110002,11,10,1,313,940,2
110003,11,116,1,450,980,2
110006,11,161,1,440,945,2
110008,11,101,1,570,1080,2
110009,11,203,1,570,1115,2
110011,11,184,1,559,1015,2
110015,11,316,1,500,955,2
110016,11,370,1,500,845,1
110017,11,202,1,700,930,2
110019,11,103,1,330,1165,2
110022,11,104,1,310,945,1
110023,11,351,1,500,1035,2
110024,11,105,1,450,1085,2
110025,11,205,1,600,1050,2
110026,11,249,1,650,1090,2
110027,11,106,1,850,1235,2
110028,11,186,1,800,1200,2
110029,11,107,1,403,1080,2
110034,11,130,1,500,990,2
110035,11,177,1,700,1020,2
110036,11,109,1,550,1010,2
110037,11,303,1,440,955,1
110040,11,112,1,460,970,2
110042,11,113,1,382,980,2
110043,11,207,1,406,825,1
110044,11,114,1,668,860,2
110054,11,111,1,460,870,1
110056,11,174,1,460,820,1
110058,11,349,1,506,1020,2
110059,11,117,1,1104,1050,2
110062,11,118,1,460,1215,2
110065,11,327,1,460,1130,2
110071,11,120,1,570,1030,2
110075,11,122,1,570,1055,2
110079,11,142,1,627,1125,2
110086,11,126,1,600,1010,2
110087,11,196,1,500,965,2
110088,11,197,1,500,1025,2
110089,11,246,1,550,985,2
110090,11,128,1,460,1020,1
110091,11,187,1,1100,1295,2
110093,11,13,1,460,490,1
110094,11,287,1,700,1050,2
110095,11,131,1,612,1090,2
110096,11,325,1,612,1025,2
110097,11,132,1,700,1310,2
110098,11,134,1,359,945,2
110099,11,268,1,432,1080,2
110101,11,338,1,366,1120,2
110102,11,310,1,425,1025,2
110103,11,123,1,460,980,1
110105,11,137,1,370,1055,2
110106,11,342,1,330,1040,2
110107,11,348,1,642,780,1
110110,11,14,1,118,185,0
110111,11,140,1,557,1020,2
110113,11,252,1,405,955,1
110114,11,145,1,550,935,2
110115,11,159,1,500,1010,2
110116,11,146,1,850,1220,2
110117,11,15,1,230,445,1
110118,11,150,1,650,1090,2
110119,11,162,1,550,1020,2
110120,11,151,1,550,1015,2
110121,11,275,1,650,1135,2
110122,11,152,1,480,1015,2
110123,11,285,1,450,1000,2
110125,11,154,1,550,1070,2
110126,11,240,1,430,1040,2
110128,11,293,1,400,895,1
110131,11,335,1,650,1035,2
110132,11,225,1,440,880,1
110135,11,16,1,267,615,1
110136,11,160,1,550,1025,2
110138,11,119,1,600,1130,2
110141,11,164,1,445,1090,2
110146,11,243,1,552,1000,1
110147,11,224,1,598,1120,2
110151,11,167,1,741,1240,3
110152,11,17,1,414,580,1
110153,11,171,1,552,855,2
110155,11,172,1,550,975,2
110156,11,266,1,600,915,2
110157,11,175,1,440,985,2
110159,11,176,1,1100,1165,2
110160,11,227,1,1000,1280,2
110161,11,228,1,550,1165,2
110162,11,178,1,569,1300,3
110163,11,277,1,481,1005,2
110164,11,179,1,850,1185,2
110165,11,235,1,500,1090,2
