80329,8,97,1,394,740
80331,8,83,1,287,620
80334,8,225,1,85,515
80335,8,548,1,227,640
80336,8,335,1,180,565
80337,8,73,1,635,985
80339,8,69,1,62,130
80340,8,118,1,198,600
80344,8,242,1,153,655
80346,8,98,1,334,405
80347,8,88,1,309,555
80349,8,189,1,167,445
80353,8,353,1,129,420
80354,8,263,1,260,595
80356,8,293,1,65,530
80357,8,146,1,200,525
80358,8,330,1,140,380
80359,8,24,1,259,460
80360,8,119,1,226,530
80363,8,15,1,359,430
80364,8,31,1,61,360
80365,8,153,1,123,350
80369,8,104,1,110,340
80370,8,362,1,320,530
80372,8,163,1,141,340
80373,8,257,1,129,345
80374,8,299,1,167,490
80375,8,114,1,118,270
80376,8,205,1,200,550
80377,8,137,1,180,500
80378,8,342,1,206,495
80379,8,286,1,210,685
80380,8,13,1,123,150
80381,8,554,1,194,715
80382,8,320,1,220,610
80384,8,340,1,210,785
80385,8,17,1,227,95
80386,8,34,1,198,80
90001,9,36,1,661,1350
90002,9,259,1,280,670
90003,9,270,1,270,585
90010,9,302,1,463,700
90011,9,334,1,283,685
90012,9,135,1,193,475
90013,9,128,1,283,595
90014,9,547,1,244,350
90015,9,225,1,260,460
90016,9,317,1,160,630
90017,9,104,1,270,460
90018,9,348,1,253,540
90019,9,297,1,253,540
90022,9,365,1,358,660
90024,9,279,1,211,860
90027,9,261,1,370,715
90030,9,111,1,250,560
90031,9,161,1,260,600
90032,9,126,1,320,670
90035,9,197,1,270,655
90037,9,40,1,614,1210
90038,9,39,1,321,1220
90039,9,131,1,389,705
90040,9,325,1,416,685
90041,9,28,1,255,450
90044,9,129,1,309,645
90045,9,16,1,1087,580
90046,9,25,2,21,760
90049,9,174,1,257,410
90050,9,247,1,334,540
90052,9,370,1,257,520
90053,9,120,1,406,660
90054,9,243,1,429,585
90057,9,122,1,406,675
90058,9,356,1,302,490
90060,9,201,1,280,500
90062,9,308,1,350,530
90064,9,118,1,274,690
90067,9,357,1,208,770
90068,9,371,1,302,410
90069,9,311,1,384,700
90070,9,75,1,362,585
90071,9,105,1,330,760
90075,9,352,1,490,840
90076,9,275,1,330,705
90077,9,151,1,390,770
90079,9,150,1,450,640
90081,9,318,1,450,640
90082,9,20,1,302,700
90083,9,72,1,318,1070
90084,9,78,1,274,460
90085,9,230,1,340,755
90086,9,267,1,260,565
90087,9,152,1,260,520
90088,9,285,1,280,635
90089,9,113,1,225,435
90095,9,85,1,407,525
90096,9,99,1,367,660
90099,9,23,1,251,400
90100,9,222,1,350,740
90101,9,224,1,440,695
90102,9,291,1,360,670
90103,9,235,1,360,670
90104,9,57,1,171,405
90106,9,29,1,85,120
90107,9,29,2,29,1650
90108,9,29,3,16,1998
90110,9,69,1,80,230
90111,9,95,1,167,215
90112,9,38,1,614,1029
90114,9,93,1,160,170
90116,9,58,1,246,515
90118,9,127,1,412,485
90120,9,108,1,283,770
90122,9,163,1,375,450
90123,9,257,1,325,450
90124,9,326,1,500,665
90125,9,140,1,280,665
90128,9,329,1,279,670
90130,9,314,1,334,675
90132,9,266,1,274,615
90136,9,307,1,540,795
90137,9,106,1,330,815
90138,9,249,1,370,650
90139,9,186,1,390,805
90140,9,162,1,386,620
90141,9,119,1,360,685
90143,9,8,1,321,300
90147,9,123,1,179,535
90149,9,147,1,294,650
90152,9,35,1,265,260
90153,9,553,1,148,515
90154,9,76,1,557,630
90157,9,48,1,485,550
90158,9,300,1,435,910
90161,9,51,1,485,720
90163,9,56,1,137,310
90164,9,116,1,350,610
90165,9,166,1,305,670
90166,9,101,1,406,740
90167,9,203,1,316,730
90168,9,184,1,327,630
90169,9,74,1,418,735
90170,9,82,1,611,505
90173,9,142,1,282,685
90174,9,159,1,100,710
90175,9,246,1,500,710
90178,9,77,1,386,730
90179,9,264,1,316,605
90180,9,30,1,567,545
90181,9,206,1,250,440
90182,9,626,1,216,490
90183,9,53,1,619,820
90184,9,96,1,309,565
90187,9,200,1,370,585
90188,9,327,1,249,680
90190,9,369,1,353,675
90192,9,310,1,262,540
90193,9,353,1,249,560
90195,9,43,1,385,925
90196,9,202,1,390,700
90198,9,98,1,298,500
90199,9,88,1,514,815
90201,9,107,1,281,785
90202,9,196,1,348,590
90203,9,548,1,412,825
90204,9,70,1,932,1550
90206,9,73,1,508,1615
90208,9,17,1,104,240
90209,9,109,1,390,670
90210,9,336,1,219,330
90211,9,240,1,257,675
90212,9,192,1,257,610
90213,9,15,1,302,495
90214,9,337,1,400,1000
90216,9,349,1,236,450
90217,9,134,1,293,455
90218,9,207,1,170,315
90219,9,268,1,302,520
90224,9,269,1,310,615
90226,9,239,1,330,815
90227,9,332,1,489,1045
90229,9,320,1,340,785
90230,9,305,1,180,330
90231,9,231,1,400,450
90232,9,343,1,309,550
90234,9,245,1,290,735
90235,9,175,1,360,675
90236,9,171,1,335,495
90238,9,215,1,330,840
90239,9,364,1,200,520
90240,9,214,1,330,625
90241,9,213,1,210,525
90242,9,293,1,257,430
90244,9,65,1,629,1500
90245,9,83,1,302,370
90247,9,347,1,369,805
90248,9,227,1,500,945
90249,9,228,1,500,1015
90250,9,176,1,500,960
90251,9,60,1,567,610
90255,9,97,1,520,720
90257,9,50,1,540,550
90259,9,284,1,320,665
90260,9,205,1,320,740
90262,9,153,1,249,490
90263,9,103,1,160,625
90265,9,304,1,280,710
90266,9,84,1,227,470
90267,9,354,1,390,665
90268,9,191,1,296,655
90269,9,62,1,624,1220
90270,9,90,1,325,690
90271,9,67,1,487,775
90272,9,27,1,378,750
90273,9,367,1,380,980
90277,9,253,1,300,540
90278,9,45,1,302,425
90281,9,359,1,423,775
90282,9,21,1,76,40
90283,9,86,1,328,330
90284,9,193,1,306,475
90285,9,117,1,416,740
90288,9,112,1,250,480
90289,9,24,1,388,585
90290,9,32,1,104,390
90291,9,44,1,113,360
90297,9,550,1,198,545
90298,9,290,1,437,880
90299,9,180,1,370,900
90302,9,94,1,234,450
90304,9,91,1,108,365
90306,9,79,1,385,565
90309,9,342,1,257,655
90311,9,164,1,236,510
90312,9,295,1,301,515
90314,9,25,1,104,70
90315,9,68,1,395,560
90316,9,263,1,327,675
90318,9,124,1,253,555
90319,9,287,1,370,680
90320,9,177,1,330,705
90321,9,323,1,309,460
90322,9,331,1,257,455
90324,9,546,1,257,515
90325,9,265,1,485,865
90327,9,89,1,437,455
90328,9,63,1,693,965
90330,9,552,1,251,330
90331,9,338,1,217,645
90334,9,37,1,331,1185
90335,9,233,1,309,600
90337,9,145,1,283,660
90338,9,13,1,104,385
90339,9,132,1,398,805
90341,9,218,1,330,760
90342,9,277,1,309,555
90344,9,115,1,291,855
90346,9,316,1,271,555
90349,9,71,1,464,700
90350,9,194,1,384,965
90351,9,22,1,350,375
90352,9,179,1,480,715
90353,9,321,1,400,845
90354,9,274,1,310,780
90355,9,137,1,290,660
90357,9,341,1,320,775
90360,9,136,1,437,725
90361,9,286,1,310,750
90362,9,303,1,95,685
90363,9,11,1,246,680
90364,9,31,1,265,515
90366,9,339,1,167,470
90367,9,18,1,217,330
90373,9,330,1,280,520
90376,9,294,1,249,695
90377,9,130,1,275,635
90379,9,252,1,275,430
90380,9,33,1,198,160
90381,9,178,1,543,890
90382,9,146,1,340,635
90384,9,61,1,326,665
90385,9,26,1,283,490
90386,9,280,1,180,685
90387,9,55,1,251,345
90389,9,64,1,653,1440
90390,9,309,1,300,445
90391,9,92,1,602,625
90397,9,299,1,420,515
90399,9,114,1,230,420
90400,9,663,1,472,1120
90402,9,12,1,274,1345
90404,9,362,1,500,850
90405,9,351,1,167,680
90407,9,251,1,1003,975
90408,9,248,1,283,650
90409,9,219,1,480,675
90410,9,42,1,520,790
90412,9,335,1,310,705
90414,9,160,1,340,660
90415,9,139,1,274,1250
90416,9,236,1,253,540
90417,9,368,1,232,535
90418,9,189,1,310,765
90419,9,273,1,406,1470
90421,9,183,1,312,785
90422,9,340,1,350,780
90423,9,156,1,500,815
90424,9,34,1,142,175
90425,9,242,1,297,820
90426,9,66,1,160,390
90427,9,80,1,464,685
90428,9,181,1,290,630
90429,9,345,1,257,650
90431,9,87,1,302,830
90432,9,41,1,614,1058
90433,9,554,1,182,350
90434,9,154,1,470,660
90435,9,288,1,370,525
90436,9,81,1,170,525
100001,10,23,1,170,825
100002,10,99,1,227,945
100004,10,90,1,230,590
100005,10,51,1,284,1755
100006,10,68,1,352,1780
100007,10,329,1,333,1105
100008,10,96,1,244,745
100009,10,79,1,334,1045
100010,10,13,1,198,725
100011,10,70,1,524,1865
100012,10,353,1,340,1085
100013,10,12,1,219,1935
100014,10,72,1,445,1635
100015,10,553,1,160,925
100016,10,240,1,350,1135
100017,10,15,1,208,850
100018,10,11,1,227,810
100019,10,57,1,137,520
100020,10,134,1,340,1135
100021,10,67,1,257,955
100022,10,314,1,380,1410
100024,10,30,1,472,3075
100025,10,98,1,203,670
100028,10,80,1,309,1010
100029,10,89,1,415,1665
100030,10,94,1,256,870
100031,10,552,1,148,490
100032,10,87,1,283,1045
100034,10,66,1,125,515
100035,10,77,1,236,855
100036,10,56,1,114,480
100037,10,39,1,520,4929
100038,10,76,1,279,970
100039,10,73,1,413,1625
100040,10,93,1,137,510
100041,10,55,1,167,600
100042,10,62,1,658,5054
100043,10,547,1,198,1050
100044,10,37,1,520,4785
100045,10,171,1,309,1135
100046,10,48,1,270,1780
100047,10,24,1,181,735
100048,10,27,1,283,1335
100049,10,83,1,359,1045
100050,10,550,1,182,720
100052,10,40,1,520,4961
100053,10,75,1,234,920
100054,10,91,1,97,270
100055,10,81,1,236,825
100056,10,82,1,299,1055
100057,10,214,1,422,1015
100058,10,663,1,472,1585
100059,10,548,1,472,2605
100060,10,42,1,540,1515
100061,10,18,1,167,715
100062,10,28,1,255,805
100063,10,71,1,257,1180
100066,10,554,1,137,640
100067,10,29,1,170,1220
100068,10,36,1,520,2860
100069,10,626,1,148,735
110001,11,81,2,9,360
110004,11,364,1,464,1215
110005,11,230,1,600,1065
110006,11,267,1,470,1065
110009,11,79,1,42,305
110013,11,109,1,650,1115
110015,11,303,1,430,1060
110016,11,177,1,550,1080
110022,11,111,1,500,890
110023,11,159,1,500,1120
110025,11,135,1,425,1010
110031,11,127,1,589,1055
110033,11,164,1,419,1010
110035,11,295,1,550,1015
110037,11,83,1,172,295
110041,11,231,1,500,1060
110042,11,288,1,600,1010
110043,11,370,1,462,870
110050,11,340,1,460,1070
110052,11,341,1,430,1065
110057,11,196,1,500,1005
110059,11,325,1,633,1090
110060,11,131,1,588,1100
110061,11,142,1,621,1075
110066,11,76,1,111,270
110067,11,69,1,386,610
110068,11,95,1,360,545
110069,11,147,1,450,920
110070,11,193,1,450,1070
110072,11,307,1,764,1075
110073,11,108,1,540,1075
110074,11,123,1,446,1040
110075,11,204,1,1311,1155
110078,11,153,1,446,990
110083,11,338,1,397,1100
110088,11,233,1,480,1005
110090,11,345,1,380,1000
110091,11,336,1,515,835
110092,11,152,1,460,1020
110093,11,285,1,480,995
110094,11,65,1,726,1905
110096,11,356,1,435,1120
110097,11,212,1,567,1250
110098,11,305,1,360,1050
110099,11,191,1,463,1100
110100,11,16,1,448,390
110101,11,150,1,490,1165
110102,11,162,1,500,1075
110106,11,189,1,550,1165
110107,11,354,1,550,1050
110110,11,251,1,1543,1305
110111,11,209,1,550,1315
110116,11,297,1,464,1060
110117,11,247,1,421,865
110118,11,348,1,421,850
110119,11,160,1,548,1060
110120,11,174,1,464,880
110122,11,300,1,669,1635
110125,11,368,1,419,1035
110126,11,302,1,785,1200
110127,11,236,1,458,1040
110129,11,334,1,458,1075
110132,11,246,1,550,1035
110136,11,275,1,650,1190
110137,11,151,1,600,1095
110139,11,64,1,725,1745
110140,11,329,1,423,1190
110141,11,304,1,490,1210
110142,11,132,1,498,1255
110143,11,38,1,406,1402
110145,11,287,1,600,1085
110146,11,77,1,94,125
110152,11,181,1,590,1070
110156,11,293,1,360,925
110157,11,154,1,650,1090
110158,11,335,1,480,1090
110161,11,201,1,472,895
110162,11,50,1,244,470
110164,11,235,1,500,1155
110165,11,291,1,550,1125
110166,11,179,1,700,1160
110168,11,207,1,300,985
110169,11,261,1,550,1115
110170,11,342,1,440,1025
110171,11,259,1,500,1035
110172,11,270,1,450,1055
110173,11,359,1,719,1165
110174,11,56,1,108,410
110175,11,321,1,550,1210
110176,11,78,1,397,890
110177,11,37,1,520,1025
110178,11,186,1,750,1245
110179,11,249,1,550,1130
110180,11,105,1,500,1200
110181,11,106,1,700,1185
110182,11,547,1,113,775
110183,11,34,1,425,1000
110189,11,225,1,293,1050
110191,11,180,1,500,1235
110192,11,84,1,454,760
110193,11,86,1,214,685
110198,11,546,1,472,1015
110200,11,17,1,386,595
110201,11,172,1,500,1160
110202,11,118,1,340,1245
110205,11,294,1,537,1095
110206,11,353,1,432,1000
110208,11,351,1,600,1100
110209,11,128,1,430,1040
110210,11,308,1,600,1030
110212,11,219,1,550,1065
110215,11,88,2,28,780
110216,11,21,1,614,1110
110217,11,58,1,368,1200
110218,11,197,1,460,990
110219,11,282,1,500,1310
110220,11,29,1,309,970
110221,11,63,1,658,1170
110222,11,327,1,458,980
110223,11,369,1,628,1175
110224,11,242,1,450,1100
110225,11,227,1,750,1290
110226,11,176,1,700,1235
110227,11,228,1,600,1215
110228,11,31,1,416,755
110230,11,10,1,217,1000
110231,11,126,1,600,1040
110232,11,318,1,480,1220
110233,11,309,1,387,1010
110235,11,331,1,472,975
110236,11,12,1,94,850
110237,11,248,1,440,1110
110238,11,352,1,750,1340
110241,11,129,1,463,1095
110243,11,320,1,489,1265
110244,11,203,1,451,1250
110245,11,101,1,542,1070
110246,11,166,1,530,1070
110247,11,184,1,564,1095
110248,11,264,1,564,1110
110249,11,33,1,412,1010
110254,11,24,1,168,390
110255,11,55,1,137,295
110259,11,192,1,432,1010
110262,11,299,1,380,1055
110263,11,257,1,550,950
110264,11,163,1,550,950
110265,11,626,1,205,540
110266,11,167,1,677,1190
110267,11,9,1,331,780
110268,11,13,1,378,650
110269,11,28,1,331,755
110270,11,156,1,850,1240
110272,11,663,1,567,1200
110276,11,93,1,182,395
110277,11,44,1,302,680
110278,11,32,1,403,585
110279,11,22,1,378,570
110281,11,98,1,41,70
110282,11,349,1,437,1025
110283,11,134,1,412,990
110284,11,62,1,617,965
110285,11,262,1,495,1085
110286,11,87,1,161,200
110287,11,61,1,217,540
110289,11,145,1,489,1020
110290,11,161,1,437,985
110294,11,357,1,397,1280
110295,11,371,1,472,975
110296,11,171,1,592,1005
110298,11,96,1,74,105
110300,11,218,1,450,1615
110301,11,367,1,650,1245
110302,11,206,1,551,910
110305,11,200,1,430,1135
110306,11,317,1,600,1065
110307,11,67,1,76,255
110308,11,90,1,73,200
110309,11,8,1,283,635
110310,11,116,1,309,1055
110311,11,347,1,540,1090
110313,11,82,1,340,320
110315,11,130,1,437,1060
110317,11,202,1,746,1075
110319,11,252,1,309,1120
110321,11,35,1,463,1035
110322,11,57,1,160,395
110323,11,42,1,661,1205
110324,11,137,1,430,1100
110325,11,362,1,950,1205
110328,11,20,1,406,525
110329,11,43,1,410,870
110330,11,25,1,255,1160
110331,11,224,1,564,1150
110332,11,194,1,903,1050
110333,11,243,1,564,1085
110337,11,120,1,437,1065
110338,11,122,1,437,1090
110339,11,222,1,497,1115
110343,11,286,1,500,1290
110347,11,343,1,550,1145
110349,11,27,1,217,310
110351,11,316,1,463,980
110352,11,115,1,463,1100
110354,11,310,1,463,1085
110355,11,326,1,950,1020
110356,11,140,1,550,1075
110357,11,23,1,205,310
110358,11,550,1,114,580
110359,11,30,1,898,1075
110360,11,314,1,380,1100
110361,11,124,1,422,1015
110364,11,40,1,444,1020
110365,11,253,1,500,1040
110366,11,277,1,489,1060
110370,11,290,1,600,1390
110372,11,70,1,495,765
110373,11,94,1,47,110
110374,11,80,1,105,345
110375,11,240,1,412,1025
110376,11,36,1,416,920
110377,11,146,1,390,1275
110383,11,276,1,614,1190
110385,11,114,1,476,940
110386,11,112,1,451,980
110387,11,175,1,550,1065
110389,11,89,1,201,450
110391,11,91,1,205,405
110392,11,284,1,500,1175
110393,11,265,1,847,1200
110394,11,337,1,500,1460
110395,11,75,1,77,240
110397,11,103,1,290,1125
110399,11,266,1,490,995
110400,11,18,1,255,455
110401,11,48,1,159,380
110402,11,552,1,167,425
110406,11,97,1,120,355
110407,11,273,1,945,1290
110408,11,183,1,520,1335
110409,11,311,1,661,1115
110410,11,205,1,500,1045
110412,11,554,1,137,930
110414,11,45,1,302,615
110416,11,99,1,149,145
110417,11,92,1,115,150
110418,11,85,1,312,145
110419,11,119,1,500,1135
110420,11,178,1,814,1200
110422,11,66,1,108,360
110423,11,263,1,790,1045
110427,11,548,1,435,510
110428,11,553,1,97,870
110430,11,117,1,945,1015
110432,11,107,1,495,1040
110434,11,269,1,450,1100
110435,11,332,1,650,1200
110436,11,26,1,386,990
110437,11,339,1,360,830
110438,11,39,1,520,1175
110439,11,68,1,158,540
110440,11,323,1,550,1000
110445,11,113,1,425,910
110446,11,268,1,567,1020
110447,11,72,1,254,635
110449,11,274,1,550,1190
110450,11,15,1,198,430
110452,11,60,1,272,405
110453,11,41,1,435,1466
110455,11,81,1,76,60
110456,11,98,2,13,720
110459,11,330,1,550,1125
110461,11,71,1,172,370
110462,11,51,1,187,570
110463,11,73,1,286,685
110465,11,213,1,379,1025
110466,11,214,1,464,1105
110467,11,215,1,590,1100
110468,11,279,1,421,1360
110469,11,365,1,379,1100
110470,11,74,1,635,1195
110471,11,104,1,260,980
120001,12,26,1,378,1505
120002,12,550,1,103,1450
120003,12,45,1,239,1420
120004,12,305,1,302,1945
120005,12,130,1,390,2000
120006,12,109,1,480,2070
120009,12,89,1,312,820
120010,12,330,1,444,1780
120011,12,323,1,472,1855
120012,12,369,1,655,2750
120013,12,327,1,471,2775
120014,12,368,1,367,1810
120016,12,214,1,316,2060
120017,12,134,1,350,1730
120019,12,364,1,317,1810
120020,12,98,1,78,570
120021,12,547,1,104,1545
120022,12,293,1,330,1735
120023,12,116,1,410,1765
120024,12,111,1,400,1840
120025,12,300,1,520,2120
120026,12,35,1,359,1915
120027,12,240,1,350,1925
120028,12,192,1,450,1785
120030,12,33,1,340,1630
120031,12,10,1,198,2345
120032,12,626,1,121,1410
120036,12,48,1,145,785
120037,12,105,1,450,2070
120038,12,351,1,390,2015
120039,12,91,1,148,860
120040,12,205,1,500,2005
120042,12,145,1,470,1975
120043,12,288,1,500,1995
120044,12,231,1,440,1715
120045,12,104,1,340,1825
120046,12,318,1,430,2850
120047,12,162,1,330,1855
120048,12,90,1,78,640
120049,12,191,1,296,1975
120050,12,78,1,406,1635
120051,12,194,1,734,2000
120053,12,243,1,372,1840
120054,12,95,1,283,1230
120055,12,352,1,566,2965
120056,12,248,1,334,1850
120057,12,201,1,310,1690
120058,12,338,1,331,2000
120060,12,332,1,500,2630
120062,12,552,1,171,1020
120063,12,270,1,370,2000
120064,12,252,1,290,1770
120067,12,66,1,97,835
120068,12,36,1,444,1680
120070,12,186,1,500,2630
120072,12,224,1,485,2035
120073,12,336,1,335,1585
120074,12,23,1,90,735
120075,12,83,1,252,805
120076,12,197,1,420,1990
120078,12,287,1,480,1965
120079,12,177,1,500,2015
120080,12,261,1,550,2030
120081,12,259,1,330,1925
120083,12,64,1,592,2845
120084,12,246,1,500,2030
120085,12,131,1,371,2005
120087,12,307,1,669,1825
120088,12,126,1,380,1990
120089,12,57,1,97,845
120090,12,329,1,360,1865
120091,12,114,1,400,1710
120092,12,325,1,380,1990
120093,12,99,1,72,790
120097,12,63,1,520,2160
120098,12,206,1,412,1745
120100,12,370,1,400,1825
120101,12,27,1,116,825
120102,12,39,1,246,1841
120103,12,331,1,410,1850
120104,12,308,1,450,1920
120105,12,218,1,340,3195
120106,12,73,1,178,1870
120107,12,65,1,581,3220
120109,12,321,1,592,2085
120110,12,249,1,437,2030
120111,12,80,1,111,910
120113,12,93,1,148,1050
120114,12,303,1,360,1785
120115,12,267,1,360,1965
120117,12,343,1,600,2720
120118,12,295,1,460,1840
120121,12,115,1,432,2690
120124,12,290,1,600,2205
120126,12,554,1,137,1255
120127,12,38,1,334,2287
120130,12,140,1,372,2010
120131,12,291,1,460,2030
120132,12,233,1,380,2005
120133,12,236,1,380,1940
120134,12,209,1,500,2890
120135,12,297,1,358,1930
120138,12,357,1,425,1995
120140,12,123,1,393,1830
120141,12,348,1,393,1790
120142,12,160,1,350,2010
120144,12,147,1,281,1730
120146,12,207,1,350,1625
120147,12,181,1,390,2035
120148,12,58,1,463,1800
120149,12,335,1,370,2025
120150,12,28,1,520,1485
120151,12,40,1,472,1665
120152,12,107,1,308,1840
120153,12,264,1,451,1975
120154,12,359,1,585,1985
120155,12,132,1,425,2830
120156,12,150,1,490,2065
120157,12,67,1,76,610
120158,12,29,1,274,1530
120159,12,56,1,108,820
120160,12,189,1,410,2025
120161,12,86,1,227,1540
120162,12,341,1,360,2085
120163,12,17,1,321,1390
120164,12,353,1,353,1970
120166,12,37,1,472,1620
120167,12,257,1,451,1795
120169,12,299,1,550,2635
120171,12,184,1,372,2015
120172,12,166,1,384,1975
120173,12,137,1,430,1990
120176,12,179,1,550,2000
120177,12,235,1,450,1875
120178,12,13,1,293,1360
120179,12,284,1,550,2510
120180,12,202,1,450,2010
120181,12,122,1,395,2005
120182,12,142,1,429,2020
120183,12,103,1,490,2490
120185,12,113,1,350,1710
120186,12,151,1,500,1955
120187,12,227,1,700,2080
120189,12,222,1,530,2030
120190,12,546,1,416,2140
120192,12,62,1,485,1780
120193,12,203,1,463,1975
120194,12,153,1,387,1995
120195,12,193,1,309,1975
120196,12,101,1,350,1980
120197,12,180,1,480,2095
120198,12,112,1,375,1835
120199,12,277,1,333,1855
120200,12,274,1,440,2015
120201,12,129,1,490,2015
120202,12,269,1,450,1990
120203,12,81,1,85,740
120204,12,152,1,380,1985
120205,12,127,1,415,2025
120206,12,25,1,255,1500
120207,12,663,1,265,1964
120208,12,69,1,283,1140
120209,12,347,1,450,1840
120210,12,34,1,406,1510
120211,12,230,1,463,2040
120212,12,15,1,154,1505
120214,12,265,1,677,2620
